DATE,FID,
15/02/2022,602,
15/02/2022,598,
15/02/2022,715,
15/02/2022,716,
15/02/2022,705,
15/02/2022,707,
15/02/2022,703,
15/02/2022,704,
15/02/2022,718,
15/02/2022,706,
15/02/2022,712,
15/02/2022,711,
15/02/2022,719,
15/02/2022,709,
15/02/2022,714,
15/02/2022,717,
15/02/2022,713,
15/02/2022,710,
15/02/2022,708,
15/02/2022,764,
15/02/2022,755,
15/02/2022,760,
15/02/2022,762,
15/02/2022,757,
15/02/2022,758,
15/02/2022,759,
15/02/2022,756,
15/02/2022,763,
15/02/2022,761,
15/02/2022,750,
15/02/2022,751,
15/02/2022,753,
15/02/2022,741,
15/02/2022,745,
15/02/2022,743,
15/02/2022,749,
15/02/2022,752,
15/02/2022,747,
15/02/2022,754,
15/02/2022,746,
15/02/2022,742,
15/02/2022,748,
15/02/2022,744,
15/02/2022,728,
15/02/2022,729,
15/02/2022,721,
15/02/2022,725,
15/02/2022,723,
15/02/2022,726,
15/02/2022,724,
15/02/2022,722,
15/02/2022,720,
15/02/2022,727,
15/02/2022,734,
15/02/2022,735,
15/02/2022,736,
15/02/2022,740,
15/02/2022,739,
15/02/2022,732,
15/02/2022,731,
15/02/2022,738,
15/02/2022,737,
15/02/2022,733,
15/02/2022,730,
15/02/2022,781,
15/02/2022,782,
15/02/2022,796,
15/02/2022,769,
15/02/2022,790,
15/02/2022,787,
15/02/2022,788,
15/02/2022,799,
15/02/2022,779,
15/02/2022,798,
15/02/2022,800,
15/02/2022,783,
15/02/2022,786,
15/02/2022,777,
15/02/2022,776,
15/02/2022,785,
15/02/2022,768,
15/02/2022,770,
15/02/2022,784,
15/02/2022,775,
15/02/2022,774,
15/02/2022,801,
15/02/2022,789,
15/02/2022,765,
15/02/2022,778,
15/02/2022,773,
15/02/2022,766,
15/02/2022,797,
15/02/2022,795,
15/02/2022,793,
15/02/2022,791,
15/02/2022,772,
15/02/2022,780,
15/02/2022,767,
15/02/2022,794,
15/02/2022,792,
15/02/2022,771,
